iso_code,date,new_cases,new_deaths,icu_patients,hosp_patients,new_tests
BHR,4/1/2020,52,0,,,
BHR,4/2/2020,2,0,,,
BHR,4/3/2020,74,0,,,
BHR,4/4/2020,0,0,,,1260
BHR,4/5/2020,45,0,,,5130
BHR,4/6/2020,12,0,,,3298
BHR,4/7/2020,56,0,,,2443
BHR,4/8/2020,55,1,,,2677
BHR,4/9/2020,12,0,,,2292
BHR,4/10/2020,64,0,,,2585
BHR,4/11/2020,111,1,,,3025
BHR,4/12/2020,42,0,,,3267
BHR,4/13/2020,96,0,,,3354
BHR,4/14/2020,225,1,,,3486
BHR,4/15/2020,167,0,,,2459
BHR,4/16/2020,145,0,,,3672
BHR,4/17/2020,27,0,,,2668
BHR,4/18/2020,44,0,,,2956
BHR,4/19/2020,29,0,,,4164
BHR,4/20/2020,100,0,,,3575
BHR,4/21/2020,34,0,,,4073
BHR,4/22/2020,66,0,,,3416
BHR,4/23/2020,34,0,,,2235
BHR,4/24/2020,210,1,,,5334
BHR,4/25/2020,301,0,,,5042
BHR,4/26/2020,71,0,,,3703
BHR,4/27/2020,58,0,,,3687
BHR,4/28/2020,76,0,,,3909
BHR,4/29/2020,88,0,,,5199
BHR,4/30/2020,110,0,,,2789
BHR,5/1/2020,119,0,,,4388
BHR,5/2/2020,130,0,,,4196
BHR,5/3/2020,114,0,,,5877
BHR,5/4/2020,99,0,,,5431
BHR,5/5/2020,150,0,,,5915
BHR,5/6/2020,187,0,,,4840
BHR,5/7/2020,214,0,,,6037
BHR,5/8/2020,265,0,,,5780
BHR,5/9/2020,245,0,,,6195
BHR,5/10/2020,330,0,,,5676
BHR,5/11/2020,167,0,,,6751
BHR,5/12/2020,295,0,,,7118
BHR,5/13/2020,295,1,,,7672
BHR,5/14/2020,285,1,,,5557
BHR,5/15/2020,382,0,,,11415
BHR,5/16/2020,385,2,,,7646
BHR,5/17/2020,164,0,,,6640
BHR,5/18/2020,209,0,,,6203
BHR,5/19/2020,228,0,,,5174
BHR,5/20/2020,348,0,,,7428
BHR,5/21/2020,356,0,,,
BHR,5/22/2020,286,0,,,
BHR,5/23/2020,240,0,,,7373
BHR,5/24/2020,388,1,,,4652
BHR,5/25/2020,336,1,,,2680
BHR,5/26/2020,33,0,,,2339
BHR,5/27/2020,195,0,,,4904
BHR,5/28/2020,267,1,,,6746
BHR,5/29/2020,419,0,,,6306
BHR,5/30/2020,397,0,,,5394
BHR,5/31/2020,344,2,,,7234
BHR,6/1/2020,605,2,,,6355
BHR,6/2/2020,406,0,,,7571
BHR,6/3/2020,507,0,,,7040
BHR,6/4/2020,504,1,,,7564
BHR,6/5/2020,481,1,,,8785
BHR,6/6/2020,539,2,,,7254
BHR,6/7/2020,548,1,,,5680
BHR,6/8/2020,380,2,,,7306
BHR,6/9/2020,654,1,,,3873
BHR,6/10/2020,783,2,,,7899
BHR,6/11/2020,467,3,,,7776
BHR,6/12/2020,0,2,,,9126
BHR,6/13/2020,1046,2,,,7806
BHR,6/14/2020,514,3,,,7571
BHR,6/15/2020,317,4,,,6779
BHR,6/16/2020,469,3,,,12888
BHR,6/17/2020,540,1,,,
BHR,6/18/2020,408,2,,,
BHR,6/19/2020,469,6,,,
BHR,6/20/2020,486,2,,,
BHR,6/21/2020,415,3,,,
BHR,6/22/2020,433,3,,,
BHR,6/23/2020,643,2,,,
BHR,6/24/2020,655,2,,,
BHR,6/25/2020,508,2,,,8735
BHR,6/26/2020,511,2,,,8695
BHR,6/27/2020,724,7,,,9643
BHR,6/28/2020,462,0,,,8141
BHR,6/29/2020,438,5,,,7274
BHR,6/30/2020,534,1,,,8609
BHR,7/1/2020,519,3,,,9114
BHR,7/2/2020,656,5,,,10126
BHR,7/3/2020,423,2,,,9740
BHR,7/4/2020,573,1,,,9965
BHR,7/5/2020,447,2,,,18081
BHR,7/6/2020,510,0,,,9945
BHR,7/7/2020,454,1,,,
BHR,7/8/2020,500,0,,,
BHR,7/9/2020,610,2,,,
BHR,7/10/2020,597,3,,,
BHR,7/11/2020,511,1,,,8801
BHR,7/12/2020,431,0,,,7639
BHR,7/13/2020,471,5,,,9589
BHR,7/14/2020,535,0,,,9203
BHR,7/15/2020,602,2,,,9867
BHR,7/16/2020,482,6,,,8221
BHR,7/17/2020,524,4,,,9463
BHR,7/18/2020,389,3,,,7684
BHR,7/19/2020,531,0,,,7037
BHR,7/20/2020,418,2,,,8417
BHR,7/21/2020,514,2,,,18554
BHR,7/22/2020,380,1,,,
BHR,7/23/2020,321,1,,,
BHR,7/24/2020,359,4,,,
BHR,7/25/2020,462,2,,,
BHR,7/26/2020,289,1,,,
BHR,7/27/2020,384,3,,,
BHR,7/28/2020,351,1,,,9477
BHR,7/29/2020,439,0,,,9332
BHR,7/30/2020,390,3,,,9064
BHR,7/31/2020,444,2,,,4326
BHR,8/1/2020,227,1,,,4569
BHR,8/2/2020,208,0,,,7425
BHR,8/3/2020,346,0,,,7656
BHR,8/4/2020,299,3,,,7601
BHR,8/5/2020,297,1,,,
BHR,8/6/2020,382,3,,,
BHR,8/7/2020,375,2,,,9166
BHR,8/8/2020,418,3,,,9395
BHR,8/9/2020,322,2,,,6831
BHR,8/10/2020,382,1,,,9133
BHR,8/11/2020,386,1,,,10052
BHR,8/12/2020,407,2,,,21651
BHR,8/13/2020,460,1,,,
BHR,8/14/2020,462,1,,,
BHR,8/15/2020,326,1,,,9394
BHR,8/16/2020,378,2,,,8142
BHR,8/17/2020,0,0,,,9669
BHR,8/18/2020,755,3,,,9205
BHR,8/19/2020,0,2,,,19579
BHR,8/20/2020,0,0,,,
BHR,8/21/2020,765,4,,,
BHR,8/22/2020,353,0,,,8998
BHR,8/23/2020,735,4,,,9166
BHR,8/24/2020,0,1,,,9602
BHR,8/25/2020,292,0,,,9364
BHR,8/26/2020,746,2,,,18972
BHR,8/27/2020,317,0,,,
BHR,8/28/2020,363,2,,,
BHR,8/29/2020,357,1,,,9651
BHR,8/30/2020,278,0,,,12311
BHR,8/31/2020,183,0,,,
BHR,9/1/2020,0,1,,,
BHR,9/2/2020,398,0,,,10749
BHR,9/3/2020,468,0,,,9992
BHR,9/4/2020,367,0,,,11734
BHR,9/5/2020,626,4,,,11711
BHR,9/6/2020,662,2,,,20534
BHR,9/7/2020,676,2,,,
BHR,9/8/2020,1305,2,,,
BHR,9/9/2020,0,2,,,12337
BHR,9/10/2020,702,1,,,
BHR,9/11/2020,672,1,,,
BHR,9/12/2020,757,4,,,9977
BHR,9/13/2020,632,2,,,
BHR,9/14/2020,747,2,,,
BHR,9/15/2020,721,1,,,23177
BHR,9/16/2020,658,0,,,12299
BHR,9/17/2020,678,2,,,
BHR,9/18/2020,841,1,,,
BHR,9/19/2020,705,3,,,22832
BHR,9/20/2020,690,1,,,
BHR,9/21/2020,620,1,,,
BHR,9/22/2020,540,0,,,11438
BHR,9/23/2020,713,5,,,10686
BHR,9/24/2020,650,5,,,22705
BHR,9/25/2020,612,0,,,
BHR,9/26/2020,687,4,,,
BHR,9/27/2020,489,1,,,10131
BHR,9/28/2020,585,6,,,9118
BHR,9/29/2020,1073,3,,,10557
BHR,9/30/2020,574,1,,,11303
BHR,10/1/2020,442,6,,,9900
BHR,10/2/2020,510,2,,,10821
BHR,10/3/2020,429,1,,,8767
BHR,10/4/2020,507,3,,,9735
BHR,10/5/2020,352,2,,,9508
BHR,10/6/2020,454,1,,,10540
BHR,10/7/2020,360,1,,,20368
BHR,10/8/2020,456,0,,,
BHR,10/9/2020,490,2,,,
BHR,10/10/2020,438,7,,,10537
BHR,10/11/2020,427,2,,,8792
BHR,10/12/2020,0,0,,,9086
BHR,10/13/2020,661,7,,,9627
BHR,10/14/2020,324,6,,,10399
BHR,10/15/2020,349,1,,,9463
BHR,10/16/2020,333,2,,,10922
BHR,10/17/2020,371,3,,,11127
BHR,10/18/2020,246,3,,,8143
BHR,10/19/2020,331,5,,,9940
BHR,10/20/2020,322,2,,,10444
BHR,10/21/2020,309,3,,,10360
BHR,10/22/2020,374,3,,,10391
BHR,10/23/2020,304,0,,,10954
BHR,10/24/2020,363,4,,,10630
BHR,10/25/2020,401,0,,,8436
BHR,10/26/2020,280,0,,,19642
BHR,10/27/2020,278,4,,,
BHR,10/28/2020,0,0,,,
BHR,10/29/2020,489,1,,,11774
BHR,10/30/2020,240,0,,,10695
BHR,10/31/2020,204,2,,,
BHR,11/1/2020,179,2,,,
BGD,3/3/2020,,,,,108
BGD,3/4/2020,,,,,3
BGD,3/5/2020,,,,,
BGD,3/6/2020,,,,,9
BGD,3/7/2020,,,,,7
BGD,3/8/2020,,,,,10
BGD,3/9/2020,3,0,,,10
BGD,3/10/2020,,,,,16
BGD,3/11/2020,,,,,24
BGD,3/12/2020,,,,,24
BGD,3/13/2020,,,,,30
BGD,3/14/2020,,,,,27
BGD,3/15/2020,0,0,,,25
BGD,3/16/2020,,,,,49
BGD,3/17/2020,2,0,,,39
BGD,3/18/2020,3,0,,,46
BGD,3/19/2020,2,0,,,36
BGD,3/20/2020,0,0,,,36
BGD,3/21/2020,7,0,,,65
BGD,3/22/2020,7,2,,,56
BGD,3/23/2020,3,1,,,92
BGD,3/24/2020,6,0,,,82
BGD,3/25/2020,6,1,,,126
BGD,3/26/2020,0,1,,,106
BGD,3/27/2020,9,0,,,50
BGD,3/28/2020,0,0,,,109
BGD,3/29/2020,0,0,,,153
BGD,3/30/2020,1,0,,,264
BGD,3/31/2020,0,0,,,157
BGD,4/1/2020,2,0,,,147
BGD,4/2/2020,3,1,,,207
BGD,4/3/2020,2,0,,,434
BGD,4/4/2020,5,0,,,367
BGD,4/5/2020,9,2,,,696
BGD,4/6/2020,18,1,,,792
BGD,4/7/2020,35,3,,,981
BGD,4/8/2020,41,5,,,1097
BGD,4/9/2020,54,3,,,1184
BGD,4/10/2020,112,1,,,649
BGD,4/11/2020,94,6,,,1340
BGD,4/12/2020,58,3,,,1570
BGD,4/13/2020,139,4,,,1905
BGD,4/14/2020,182,5,,,1740
BGD,4/15/2020,209,7,,,2135
BGD,4/16/2020,219,4,,,2190
BGD,4/17/2020,341,10,,,2114
BGD,4/18/2020,266,15,,,2634
BGD,4/19/2020,306,9,,,2663
BGD,4/20/2020,312,7,,,2974
BGD,4/21/2020,492,10,,,3096
BGD,4/22/2020,434,9,,,3416
BGD,4/23/2020,390,10,,,3686
BGD,4/24/2020,414,7,,,3337
BGD,4/25/2020,503,4,,,3476
BGD,4/26/2020,309,9,,,3812
BGD,4/27/2020,418,5,,,4332
BGD,4/28/2020,497,7,,,4968
BGD,4/29/2020,549,3,,,4965
BGD,4/30/2020,641,8,,,5573
BGD,5/1/2020,564,5,,,5827
BGD,5/2/2020,571,2,,,5368
BGD,5/3/2020,552,5,,,6260
BGD,5/4/2020,665,2,,,5711
BGD,5/5/2020,688,5,,,
BGD,5/6/2020,786,1,,,6241
BGD,5/7/2020,790,3,,,5867
BGD,5/8/2020,706,13,,,5941
BGD,5/9/2020,709,7,,,5465
BGD,5/10/2020,636,8,,,5738
BGD,5/11/2020,887,14,,,7208
BGD,5/12/2020,1034,11,,,6773
BGD,5/13/2020,969,11,,,7900
BGD,5/14/2020,1162,19,,,7392
BGD,5/15/2020,1041,14,,,8582
BGD,5/16/2020,1202,15,,,6782
BGD,5/17/2020,930,16,,,8114
BGD,5/18/2020,1273,14,,,9788
BGD,5/19/2020,1602,21,,,8449
BGD,5/20/2020,1251,21,,,10260
BGD,5/21/2020,1617,16,,,10262
BGD,5/22/2020,1773,22,,,9727
BGD,5/23/2020,1694,24,,,10834
BGD,5/24/2020,1873,20,,,8908
BGD,5/25/2020,1532,28,,,9451
BGD,5/26/2020,1975,21,,,5407
BGD,5/27/2020,1166,21,,,8015
BGD,5/28/2020,1541,22,,,9310
BGD,5/29/2020,2029,15,,,11301
BGD,5/30/2020,2523,23,,,9997
BGD,5/31/2020,1764,28,,,11876
BGD,6/1/2020,2545,40,,,11339
BGD,6/2/2020,2381,22,,,12704
BGD,6/3/2020,2911,37,,,12510
BGD,6/4/2020,2695,37,,,12694
BGD,6/5/2020,2423,35,,,14088
BGD,6/6/2020,2828,30,,,12486
BGD,6/7/2020,2635,35,,,13136
BGD,6/8/2020,2743,42,,,12944
BGD,6/9/2020,2735,42,,,14664
BGD,6/10/2020,3171,45,,,15965
BGD,6/11/2020,3190,37,,,15772
BGD,6/12/2020,3187,37,,,15990
BGD,6/13/2020,3471,46,,,16638
BGD,6/14/2020,2856,44,,,14505
BGD,6/15/2020,3141,32,,,15038
BGD,6/16/2020,3099,38,,,17214
BGD,6/17/2020,3862,53,,,17527
BGD,6/18/2020,4008,43,,,16259
BGD,6/19/2020,3803,38,,,15045
BGD,6/20/2020,3243,45,,,14031
BGD,6/21/2020,3240,37,,,15585
BGD,6/22/2020,3531,39,,,15555
BGD,6/23/2020,3480,38,,,16292
BGD,6/24/2020,3412,43,,,16433
BGD,6/25/2020,3462,37,,,17999
BGD,6/26/2020,3946,39,,,18498
BGD,6/27/2020,3868,40,,,15157
BGD,6/28/2020,3504,34,,,18099
BGD,6/29/2020,3809,43,,,17837
BGD,6/30/2020,4014,45,,,18426
BGD,7/1/2020,3682,64,,,17875
BGD,7/2/2020,3775,41,,,18362
BGD,7/3/2020,4019,38,,,14650
BGD,7/4/2020,3114,42,,,14727
BGD,7/5/2020,3288,29,,,13988
BGD,7/6/2020,2738,55,,,14245
BGD,7/7/2020,3201,44,,,13173
BGD,7/8/2020,3027,55,,,15672
BGD,7/9/2020,3489,46,,,15632
BGD,7/10/2020,3360,41,,,13488
BGD,7/11/2020,2949,37,,,11193
BGD,7/12/2020,2686,30,,,11059
BGD,7/13/2020,2666,47,,,12423
BGD,7/14/2020,3099,39,,,13453
BGD,7/15/2020,3163,33,,,14002
BGD,7/16/2020,3533,33,,,12889
BGD,7/17/2020,2733,39,,,13460
BGD,7/18/2020,3034,51,,,10923
BGD,7/19/2020,2709,34,,,10625
BGD,7/20/2020,2459,37,,,13362
BGD,7/21/2020,2928,50,,,12898
BGD,7/22/2020,3057,41,,,12050
BGD,7/23/2020,2744,42,,,12398
BGD,7/24/2020,2856,50,,,12027
BGD,7/25/2020,2548,35,,,10446
BGD,7/26/2020,2520,38,,,10078
BGD,7/27/2020,2275,54,,,12859
BGD,7/28/2020,2772,37,,,12714
BGD,7/29/2020,2960,35,,,14127
BGD,7/30/2020,3009,35,,,12937
BGD,7/31/2020,2695,48,,,12614
BGD,8/1/2020,2772,28,,,8802
BGD,8/2/2020,2199,21,,,3684
BGD,8/3/2020,886,22,,,4249
BGD,8/4/2020,1356,30,,,7712
BGD,8/5/2020,1918,50,,,11160
BGD,8/6/2020,2654,33,,,12708
BGD,8/7/2020,2977,39,,,12699
BGD,8/8/2020,2851,27,,,11737
BGD,8/9/2020,2611,32,,,10759
BGD,8/10/2020,2487,34,,,12849
BGD,8/11/2020,2907,39,,,14820
BGD,8/12/2020,2996,33,,,14751
BGD,8/13/2020,2995,42,,,13162
BGD,8/14/2020,2617,44,,,12856
BGD,8/15/2020,2766,34,,,12891
BGD,8/16/2020,2644,34,,,10018
BGD,8/17/2020,2024,32,,,12523
BGD,8/18/2020,2595,37,,,14630
BGD,8/19/2020,3200,46,,,14678
BGD,8/20/2020,2747,41,,,14059
BGD,8/21/2020,2868,41,,,12943
BGD,8/22/2020,2401,39,,,11356
BGD,8/23/2020,2265,46,,,10801
BGD,8/24/2020,1973,34,,,13382
BGD,8/25/2020,2485,42,,,14153
BGD,8/26/2020,2545,45,,,15070
BGD,8/27/2020,2519,54,,,15124
BGD,8/28/2020,2436,45,,,13741
BGD,8/29/2020,2211,47,,,11689
BGD,8/30/2020,2131,32,,,11934
BGD,8/31/2020,1897,42,,,12454
BGD,9/1/2020,2174,33,,,12209
BGD,9/2/2020,1950,35,,,15204
BGD,9/3/2020,2582,35,,,14422
BGD,9/4/2020,2158,32,,,13073
BGD,9/5/2020,1929,29,,,12847
BGD,9/6/2020,1950,35,,,11354
BGD,9/7/2020,1592,2,,,15412
BGD,9/8/2020,2202,67,,,14973
BGD,9/9/2020,1892,36,,,14755
BGD,9/10/2020,1827,41,,,15559
BGD,9/11/2020,1892,41,,,14747
BGD,9/12/2020,1792,34,,,10723
BGD,9/13/2020,1282,34,,,12999
BGD,9/14/2020,1476,31,,,14216
BGD,9/15/2020,1812,26,,,14050
BGD,9/16/2020,1724,43,,,13360
BGD,9/17/2020,1615,21,,,13673
BGD,9/18/2020,1593,36,,,12730
BGD,9/19/2020,1541,22,,,13170
BGD,9/20/2020,1567,32,,,11591
BGD,9/21/2020,1544,26,,,13053
BGD,9/22/2020,1705,40,,,14164
BGD,9/23/2020,1557,28,,,14150
BGD,9/24/2020,1666,37,,,12900
BGD,9/25/2020,1540,28,,,12473
BGD,9/26/2020,1383,21,,,10765
BGD,9/27/2020,1106,36,,,10685
BGD,9/28/2020,1275,32,,,11922
BGD,9/29/2020,1407,32,,,12869
BGD,9/30/2020,1488,26,,,13404
BGD,10/1/2020,1436,32,,,11420
BGD,10/2/2020,1508,21,,,11176
BGD,10/3/2020,1396,33,,,9554
BGD,10/4/2020,1182,20,,,9859
BGD,10/5/2020,1125,23,,,11767
BGD,10/6/2020,1442,27,,,12345
BGD,10/7/2020,1499,30,,,13032
BGD,10/8/2020,1520,35,,,12605
BGD,10/9/2020,1441,20,,,11256
BGD,10/10/2020,1278,17,,,10859
BGD,10/11/2020,1203,23,,,9467
BGD,10/12/2020,1193,24,,,13227
BGD,10/13/2020,1472,31,,,13815
BGD,10/14/2020,1537,22,,,14411
BGD,10/15/2020,1684,16,,,14104
BGD,10/16/2020,1600,15,,,13577
BGD,10/17/2020,1527,15,,,11573
BGD,10/18/2020,1209,23,,,11866
BGD,10/19/2020,1274,14,,,15146
BGD,10/20/2020,1637,21,,,13611
BGD,10/21/2020,1383,18,,,14086
BGD,10/22/2020,1542,24,,,14958
BGD,10/23/2020,1696,24,,,14119
BGD,10/24/2020,1586,14,,,10998
BGD,10/25/2020,1094,19,,,10998
BGD,10/26/2020,1308,23,,,11103
BGD,10/27/2020,1436,15,,,12617
BGD,10/28/2020,1335,20,,,12357
BGD,10/29/2020,1493,23,,,14268
BGD,10/30/2020,1681,25,,,
BGD,10/31/2020,1604,19,,,
BGD,11/1/2020,1320,18,,,
BRB,3/18/2020,1,0,,,
BRB,3/19/2020,0,0,,,
BRB,3/20/2020,1,0,,,
BRB,3/21/2020,4,0,,,
BRB,3/22/2020,8,0,,,
BRB,3/23/2020,3,0,,,
BRB,3/24/2020,0,0,,,
BRB,3/25/2020,1,0,,,
BRB,3/26/2020,0,0,,,
BRB,3/27/2020,6,0,,,
BRB,3/28/2020,0,0,,,
BRB,3/29/2020,2,0,,,
BRB,3/30/2020,7,0,,,
BRB,3/31/2020,1,0,,,
BRB,4/1/2020,0,0,,,
BRB,4/2/2020,11,0,,,
BRB,4/3/2020,0,0,,,
BRB,4/4/2020,0,0,,,
BRB,4/5/2020,6,0,,,
BRB,4/6/2020,5,1,,,
BRB,4/7/2020,4,1,,,
BRB,4/8/2020,3,1,,,
BRB,4/9/2020,0,0,,,
BRB,4/10/2020,3,0,,,
BRB,4/11/2020,1,1,,,
BRB,4/12/2020,1,0,,,
BRB,4/13/2020,3,0,,,
BRB,4/14/2020,1,0,,,
BRB,4/15/2020,1,1,,,
BRB,4/16/2020,2,0,,,
BRB,4/17/2020,0,0,,,
BRB,4/18/2020,0,0,,,
BRB,4/19/2020,0,0,,,
BRB,4/20/2020,0,0,,,
BRB,4/21/2020,0,0,,,
BRB,4/22/2020,0,0,,,
BRB,4/23/2020,1,1,,,
BRB,4/24/2020,0,0,,,
BRB,4/25/2020,0,0,,,
BRB,4/26/2020,3,0,,,
BRB,4/27/2020,0,0,,,
BRB,4/28/2020,1,0,,,
BRB,4/29/2020,0,0,,,
BRB,4/30/2020,0,1,,,
BRB,5/1/2020,1,0,,,
BRB,5/2/2020,0,0,,,
BRB,5/3/2020,0,0,,,
BRB,5/4/2020,1,0,,,
BRB,5/5/2020,0,0,,,
BRB,5/6/2020,0,0,,,
BRB,5/7/2020,0,0,,,
BRB,5/8/2020,0,0,,,
BRB,5/9/2020,1,0,,,
BRB,5/10/2020,1,0,,,
BRB,5/11/2020,0,0,,,
BRB,5/12/2020,0,0,,,
BRB,5/13/2020,1,0,,,
BRB,5/14/2020,0,0,,,
BRB,5/15/2020,0,0,,,
BRB,5/16/2020,0,0,,,
BRB,5/17/2020,1,0,,,
BRB,5/18/2020,2,0,,,
BRB,5/19/2020,0,0,,,
BRB,5/20/2020,2,0,,,
BRB,5/21/2020,0,0,,,
BRB,5/22/2020,0,0,,,
BRB,5/23/2020,0,0,,,
BRB,5/24/2020,2,0,,,
BRB,5/25/2020,0,0,,,
BRB,5/26/2020,0,0,,,
BRB,5/27/2020,0,0,,,
BRB,5/28/2020,0,0,,,
BRB,5/29/2020,0,0,,,
BRB,5/30/2020,0,0,,,
BRB,5/31/2020,0,0,,,
BRB,6/1/2020,0,0,,,
BRB,6/2/2020,0,0,,,
BRB,6/3/2020,0,0,,,
BRB,6/4/2020,0,0,,,
BRB,6/5/2020,0,0,,,
BRB,6/6/2020,0,0,,,
BRB,6/7/2020,0,0,,,
BRB,6/8/2020,0,0,,,
BRB,6/9/2020,0,0,,,
BRB,6/10/2020,0,0,,,
BRB,6/11/2020,4,0,,,
BRB,6/12/2020,0,0,,,
BRB,6/13/2020,0,0,,,
BRB,6/14/2020,0,0,,,
BRB,6/15/2020,0,0,,,
BRB,6/16/2020,1,0,,,
BRB,6/17/2020,0,0,,,
BRB,6/18/2020,0,0,,,
BRB,6/19/2020,0,0,,,
BRB,6/20/2020,0,0,,,
BRB,6/21/2020,0,0,,,
BRB,6/22/2020,0,0,,,
BRB,6/23/2020,0,0,,,
BRB,6/24/2020,0,0,,,
BRB,6/25/2020,0,0,,,
BRB,6/26/2020,0,0,,,
BRB,6/27/2020,0,0,,,
BRB,6/28/2020,0,0,,,
BRB,6/29/2020,0,0,,,
BRB,6/30/2020,0,0,,,
BRB,7/1/2020,0,0,,,
BRB,7/2/2020,0,0,,,
BRB,7/3/2020,0,0,,,
BRB,7/4/2020,0,0,,,
BRB,7/5/2020,0,0,,,
BRB,7/6/2020,1,0,,,
BRB,7/7/2020,0,0,,,
BRB,7/8/2020,0,0,,,
BRB,7/9/2020,0,0,,,
BRB,7/10/2020,0,0,,,
BRB,7/11/2020,0,0,,,
BRB,7/12/2020,5,0,,,
BRB,7/13/2020,0,0,,,
BRB,7/14/2020,0,0,,,
BRB,7/15/2020,0,0,,,
BRB,7/16/2020,1,0,,,
BRB,7/17/2020,0,0,,,
BRB,7/18/2020,0,0,,,
BRB,7/19/2020,0,0,,,
BRB,7/20/2020,1,0,,,
BRB,7/21/2020,1,0,,,
BRB,7/22/2020,0,0,,,
BRB,7/23/2020,0,0,,,
BRB,7/24/2020,0,0,,,
BRB,7/25/2020,2,0,,,
BRB,7/26/2020,0,0,,,
BRB,7/27/2020,2,0,,,
BRB,7/28/2020,0,0,,,
BRB,7/29/2020,0,0,,,
BRB,7/30/2020,0,0,,,
BRB,7/31/2020,0,0,,,
BRB,8/1/2020,0,0,,,
BRB,8/2/2020,12,0,,,
BRB,8/3/2020,10,0,,,
BRB,8/4/2020,0,0,,,
BRB,8/5/2020,0,0,,,
BRB,8/6/2020,1,0,,,
BRB,8/7/2020,0,0,,,
BRB,8/8/2020,5,0,,,
BRB,8/9/2020,0,0,,,
BRB,8/10/2020,4,0,,,
BRB,8/11/2020,1,0,,,
BRB,8/12/2020,0,0,,,
BRB,8/13/2020,0,0,,,
BRB,8/14/2020,1,0,,,
BRB,8/15/2020,4,0,,,
BRB,8/16/2020,2,0,,,
BRB,8/17/2020,1,0,,,
BRB,8/18/2020,1,0,,,
BRB,8/19/2020,1,0,,,
BRB,8/20/2020,2,0,,,
BRB,8/21/2020,1,0,,,
BRB,8/22/2020,1,0,,,
BRB,8/23/2020,1,0,,,
BRB,8/24/2020,3,0,,,
BRB,8/25/2020,0,0,,,
BRB,8/26/2020,3,0,,,
BRB,8/27/2020,1,0,,,
BRB,8/28/2020,0,0,,,
BRB,8/29/2020,1,0,,,
BRB,8/30/2020,4,0,,,
BRB,8/31/2020,3,0,,,
BRB,9/1/2020,1,0,,,
BRB,9/2/2020,2,0,,,
BRB,9/3/2020,0,0,,,
BRB,9/4/2020,1,0,,,
BRB,9/5/2020,1,0,,,
BRB,9/6/2020,0,0,,,
BRB,9/7/2020,1,0,,,
BRB,9/8/2020,0,0,,,
BRB,9/9/2020,1,0,,,
BRB,9/10/2020,0,0,,,
BRB,9/11/2020,0,0,,,
BRB,9/12/2020,0,0,,,
BRB,9/13/2020,0,0,,,
BRB,9/14/2020,1,0,,,
BRB,9/15/2020,2,0,,,
BRB,9/16/2020,1,0,,,
BRB,9/17/2020,1,0,,,
BRB,9/18/2020,0,0,,,
BRB,9/19/2020,0,0,,,
BRB,9/20/2020,0,0,,,
BRB,9/21/2020,4,0,,,
BRB,9/22/2020,0,0,,,
BRB,9/23/2020,0,0,,,
BRB,9/24/2020,0,0,,,
BRB,9/25/2020,0,0,,,
BRB,9/26/2020,1,0,,,
BRB,9/27/2020,0,0,,,
BRB,9/28/2020,0,0,,,
BRB,9/29/2020,0,0,,,
BRB,9/30/2020,0,0,,,
BRB,10/1/2020,0,0,,,
BRB,10/2/2020,3,0,,,
BRB,10/3/2020,0,0,,,
BRB,10/4/2020,3,0,,,
BRB,10/5/2020,3,0,,,
BRB,10/6/2020,1,0,,,
BRB,10/7/2020,0,0,,,
BRB,10/8/2020,3,0,,,
BRB,10/9/2020,0,0,,,
BRB,10/10/2020,1,0,,,
BRB,10/11/2020,2,0,,,
BRB,10/12/2020,2,0,,,
BRB,10/13/2020,0,0,,,
BRB,10/14/2020,2,0,,,
BRB,10/15/2020,5,0,,,
BRB,10/16/2020,3,0,,,
BRB,10/17/2020,1,0,,,
BRB,10/18/2020,0,0,,,
BRB,10/19/2020,3,0,,,
BRB,10/20/2020,0,0,,,
BRB,10/21/2020,0,0,,,
BRB,10/22/2020,0,0,,,
BRB,10/23/2020,2,0,,,
BRB,10/24/2020,3,0,,,
BRB,10/25/2020,0,0,,,
BRB,10/26/2020,0,0,,,
BRB,10/27/2020,6,0,,,
BRB,10/28/2020,0,0,,,
BRB,10/29/2020,1,0,,,
BRB,10/30/2020,0,0,,,
BRB,10/31/2020,2,0,,,
BRB,11/1/2020,1,0,,,
BLR,12/31/2019,0,0,,,
BLR,1/1/2020,0,0,,,
BLR,1/2/2020,0,0,,,
BLR,1/3/2020,0,0,,,
BLR,1/4/2020,0,0,,,
BLR,1/5/2020,0,0,,,
BLR,1/6/2020,0,0,,,
BLR,1/7/2020,0,0,,,
BLR,1/8/2020,0,0,,,
BLR,1/9/2020,0,0,,,
BLR,1/10/2020,0,0,,,
BLR,1/11/2020,0,0,,,
BLR,1/12/2020,0,0,,,
BLR,1/13/2020,0,0,,,
BLR,1/14/2020,0,0,,,
BLR,1/15/2020,0,0,,,
BLR,1/16/2020,0,0,,,
BLR,1/17/2020,0,0,,,
BLR,1/18/2020,0,0,,,
BLR,1/19/2020,0,0,,,
BLR,1/20/2020,0,0,,,
BLR,1/21/2020,0,0,,,
BLR,1/22/2020,0,0,,,
BLR,1/23/2020,0,0,,,
BLR,1/24/2020,0,0,,,
BLR,1/25/2020,0,0,,,
BLR,1/26/2020,0,0,,,
BLR,1/27/2020,0,0,,,
BLR,1/28/2020,0,0,,,
BLR,1/29/2020,0,0,,,
BLR,1/30/2020,0,0,,,
BLR,1/31/2020,0,0,,,
BLR,2/1/2020,0,0,,,
BLR,2/2/2020,0,0,,,
BLR,2/3/2020,0,0,,,
BLR,2/4/2020,0,0,,,
